Lemma,PrincipalParts,Form,Voice,Mood,Tense,Number,Person,Footnote
subsum,subesse_subfui_subfuturus,subfuī,,indicative,perfect,singular,1st,
subsum,subesse_subfui_subfuturus,subfuistī,,indicative,perfect,singular,2nd,
subsum,subesse_subfui_subfuturus,subfuit,,indicative,perfect,singular,3rd,
subsum,subesse_subfui_subfuturus,subfuimus,,indicative,perfect,plural,1st,
subsum,subesse_subfui_subfuturus,subfuistis,,indicative,perfect,plural,2nd,
subsum,subesse_subfui_subfuturus,subfuērunt,,indicative,perfect,plural,3rd,
subsum,subesse_subfui_subfuturus,subfuēre,,indicative,perfect,plural,3rd,
subsum,subesse_subfui_subfuturus,subfuerim,,subjunctive,perfect,singular,1st,
subsum,subesse_subfui_subfuturus,subfueris,,subjunctive,perfect,singular,2nd,
subsum,subesse_subfui_subfuturus,subfuerit,,subjunctive,perfect,singular,3rd,
subsum,subesse_subfui_subfuturus,subfuerimus,,subjunctive,perfect,plural,1st,
subsum,subesse_subfui_subfuturus,subfueritis,,subjunctive,perfect,plural,2nd,
subsum,subesse_subfui_subfuturus,subfuerint,,subjunctive,perfect,plural,3rd,
subsum,subesse_subfui_subfuturus,subfuisse,,infinitive,perfect,,,
subsum,subesse_subfui_subfuturus,subfueram,,indicative,pluperfect,singular,1st,
subsum,subesse_subfui_subfuturus,subfuerās,,indicative,pluperfect,singular,2nd,
subsum,subesse_subfui_subfuturus,subfuerat,,indicative,pluperfect,singular,3rd,
subsum,subesse_subfui_subfuturus,subfuerāmus,,indicative,pluperfect,plural,1st,
subsum,subesse_subfui_subfuturus,subfuerātis,,indicative,pluperfect,plural,2nd,
subsum,subesse_subfui_subfuturus,subfuerant,,indicative,pluperfect,plural,3rd,
subsum,subesse_subfui_subfuturus,subfuissem,,subjunctive,pluperfect,singular,1st,
subsum,subesse_subfui_subfuturus,subfuissēs,,subjunctive,pluperfect,singular,2nd,
subsum,subesse_subfui_subfuturus,subfuisset,,subjunctive,pluperfect,singular,3rd,
subsum,subesse_subfui_subfuturus,subfūvisset,,subjunctive,pluperfect,singular,3rd,
subsum,subesse_subfui_subfuturus,subfuissēmus,,subjunctive,pluperfect,plural,1st,
subsum,subesse_subfui_subfuturus,subfuissētis,,subjunctive,pluperfect,plural,2nd,
subsum,subesse_subfui_subfuturus,subfuissent,,subjunctive,pluperfect,plural,3rd,
subsum,subesse_subfui_subfuturus,subfuerō,,indicative,future_perfect,singular,1st,
subsum,subesse_subfui_subfuturus,subfueris,,indicative,future_perfect,singular,2nd,
subsum,subesse_subfui_subfuturus,subfuerit,,indicative,future_perfect,singular,3rd,
subsum,subesse_subfui_subfuturus,subfuerimus,,indicative,future_perfect,plural,1st,
subsum,subesse_subfui_subfuturus,subfueritis,,indicative,future_perfect,plural,2nd,
subsum,subesse_subfui_subfuturus,subfuerint,,indicative,future_perfect,plural,3rd,
supersum,superesse_superfui_superfuturus,supersum,,indicative,present,singular,1st,
supersum,superesse_superfui_superfuturus,superes,,indicative,present,singular,2nd,
supersum,superesse_superfui_superfuturus,superest,,indicative,present,singular,3rd,
supersum,superesse_superfui_superfuturus,supersumus,,indicative,present,plural,1st,
supersum,superesse_superfui_superfuturus,superestis,,indicative,present,plural,2nd,
supersum,superesse_superfui_superfuturus,supersunt,,indicative,present,plural,3rd,
supersum,superesse_superfui_superfuturus,supersim,,subjunctive,present,singular,1st,
supersum,superesse_superfui_superfuturus,supersīs,,subjunctive,present,singular,2nd,
supersum,superesse_superfui_superfuturus,supersit,,subjunctive,present,singular,3rd,
supersum,superesse_superfui_superfuturus,supersīmus,,subjunctive,present,plural,1st,
supersum,superesse_superfui_superfuturus,supersītis,,subjunctive,present,plural,2nd,
supersum,superesse_superfui_superfuturus,supersint,,subjunctive,present,plural,3rd,
supersum,superesse_superfui_superfuturus,superes,,imperative,present,singular,2nd,
supersum,superesse_superfui_superfuturus,supereste,,imperative,present,plural,2nd,
supersum,superesse_superfui_superfuturus,superesse,,infinitive,present,,,
supersum,superesse_superfui_superfuturus,supereram,,indicative,imperfect,singular,1st,
supersum,superesse_superfui_superfuturus,supererās,,indicative,imperfect,singular,2nd,
supersum,superesse_superfui_superfuturus,supererat,,indicative,imperfect,singular,3rd,
supersum,superesse_superfui_superfuturus,supererāmus,,indicative,imperfect,plural,1st,
supersum,superesse_superfui_superfuturus,supererātis,,indicative,imperfect,plural,2nd,
supersum,superesse_superfui_superfuturus,supererant,,indicative,imperfect,plural,3rd,
supersum,superesse_superfui_superfuturus,superessem,,subjunctive,imperfect,singular,1st,
supersum,superesse_superfui_superfuturus,superforem,,subjunctive,imperfect,singular,1st,2
supersum,superesse_superfui_superfuturus,superessēs,,subjunctive,imperfect,singular,2nd,
supersum,superesse_superfui_superfuturus,superforēs,,subjunctive,imperfect,singular,2nd,2
supersum,superesse_superfui_superfuturus,superesset,,subjunctive,imperfect,singular,3rd,
supersum,superesse_superfui_superfuturus,superforet,,subjunctive,imperfect,singular,3rd,2
supersum,superesse_superfui_superfuturus,superessēmus,,subjunctive,imperfect,plural,1st,
supersum,superesse_superfui_superfuturus,superforēmus,,subjunctive,imperfect,plural,1st,2
supersum,superesse_superfui_superfuturus,superessētis,,subjunctive,imperfect,plural,2nd,
supersum,superesse_superfui_superfuturus,superforētis,,subjunctive,imperfect,plural,2nd,2
supersum,superesse_superfui_superfuturus,superessent,,subjunctive,imperfect,plural,3rd,
supersum,superesse_superfui_superfuturus,superforent,,subjunctive,imperfect,plural,3rd,2
supersum,superesse_superfui_superfuturus,supererō,,indicative,future,singular,1st,
supersum,superesse_superfui_superfuturus,supereris,,indicative,future,singular,2nd,
supersum,superesse_superfui_superfuturus,superere,,indicative,future,singular,2nd,
supersum,superesse_superfui_superfuturus,supererit,,indicative,future,singular,3rd,
supersum,superesse_superfui_superfuturus,supererimus,,indicative,future,plural,1st,
supersum,superesse_superfui_superfuturus,supereritis,,indicative,future,plural,2nd,
supersum,superesse_superfui_superfuturus,supererunt,,indicative,future,plural,3rd,
supersum,superesse_superfui_superfuturus,superestō,,imperative,future,singular,2nd,
supersum,superesse_superfui_superfuturus,superestō,,imperative,future,singular,3rd,
supersum,superesse_superfui_superfuturus,superestōte,,imperative,future,plural,2nd,
supersum,superesse_superfui_superfuturus,supersuntō,,imperative,future,plural,3rd,
supersum,superesse_superfui_superfuturus,superfutūrus esse,,infinitive,future,,,
supersum,superesse_superfui_superfuturus,superfore,,infinitive,future,,,
supersum,superesse_superfui_superfuturus,superfuī,,indicative,perfect,singular,1st,
supersum,superesse_superfui_superfuturus,superfuistī,,indicative,perfect,singular,2nd,
supersum,superesse_superfui_superfuturus,superfuit,,indicative,perfect,singular,3rd,
supersum,superesse_superfui_superfuturus,superfuimus,,indicative,perfect,plural,1st,
supersum,superesse_superfui_superfuturus,superfuistis,,indicative,perfect,plural,2nd,
supersum,superesse_superfui_superfuturus,superfuērunt,,indicative,perfect,plural,3rd,
supersum,superesse_superfui_superfuturus,superfuēre,,indicative,perfect,plural,3rd,
supersum,superesse_superfui_superfuturus,superfuerim,,subjunctive,perfect,singular,1st,
supersum,superesse_superfui_superfuturus,superfueris,,subjunctive,perfect,singular,2nd,
supersum,superesse_superfui_superfuturus,superfuerit,,subjunctive,perfect,singular,3rd,
supersum,superesse_superfui_superfuturus,superfuerimus,,subjunctive,perfect,plural,1st,
supersum,superesse_superfui_superfuturus,superfueritis,,subjunctive,perfect,plural,2nd,
supersum,superesse_superfui_superfuturus,superfuerint,,subjunctive,perfect,plural,3rd,
supersum,superesse_superfui_superfuturus,superfuisse,,infinitive,perfect,,,
supersum,superesse_superfui_superfuturus,superfueram,,indicative,pluperfect,singular,1st,
supersum,superesse_superfui_superfuturus,superfuerās,,indicative,pluperfect,singular,2nd,
supersum,superesse_superfui_superfuturus,superfuerat,,indicative,pluperfect,singular,3rd,
supersum,superesse_superfui_superfuturus,superfuerāmus,,indicative,pluperfect,plural,1st,
supersum,superesse_superfui_superfuturus,superfuerātis,,indicative,pluperfect,plural,2nd,
supersum,superesse_superfui_superfuturus,superfuerant,,indicative,pluperfect,plural,3rd,
supersum,superesse_superfui_superfuturus,superfuissem,,subjunctive,pluperfect,singular,1st,
supersum,superesse_superfui_superfuturus,superfuissēs,,subjunctive,pluperfect,singular,2nd,
supersum,superesse_superfui_superfuturus,superfuisset,,subjunctive,pluperfect,singular,3rd,
supersum,superesse_superfui_superfuturus,superfūvisset,,subjunctive,pluperfect,singular,3rd,
supersum,superesse_superfui_superfuturus,superfuissēmus,,subjunctive,pluperfect,plural,1st,
supersum,superesse_superfui_superfuturus,superfuissētis,,subjunctive,pluperfect,plural,2nd,
supersum,superesse_superfui_superfuturus,superfuissent,,subjunctive,pluperfect,plural,3rd,
supersum,superesse_superfui_superfuturus,superfuerō,,indicative,future_perfect,singular,1st,
supersum,superesse_superfui_superfuturus,superfueris,,indicative,future_perfect,singular,2nd,
supersum,superesse_superfui_superfuturus,superfuerit,,indicative,future_perfect,singular,3rd,
supersum,superesse_superfui_superfuturus,superfuerimus,,indicative,future_perfect,plural,1st,
supersum,superesse_superfui_superfuturus,superfueritis,,indicative,future_perfect,plural,2nd,
supersum,superesse_superfui_superfuturus,superfuerint,,indicative,future_perfect,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēsum,,indicative,present,singular,1st,
dēsum,dēesse_dēfui_dēfuturus,dēes,,indicative,present,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēest,,indicative,present,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēsumus,,indicative,present,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēestis,,indicative,present,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēsunt,,indicative,present,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēsim,,subjunctive,present,singular,1st,
dēsum,dēesse_dēfui_dēfuturus,dēsīs,,subjunctive,present,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēsit,,subjunctive,present,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēsīmus,,subjunctive,present,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēsītis,,subjunctive,present,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēsint,,subjunctive,present,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēes,,imperative,present,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēeste,,imperative,present,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēesse,,infinitive,present,,,
dēsum,dēesse_dēfui_dēfuturus,dēeram,,indicative,imperfect,singular,1st,
dēsum,dēesse_dēfui_dēfuturus,dēerās,,indicative,imperfect,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēerat,,indicative,imperfect,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēerāmus,,indicative,imperfect,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēerātis,,indicative,imperfect,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēerant,,indicative,imperfect,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēessem,,subjunctive,imperfect,singular,1st,
dēsum,dēesse_dēfui_dēfuturus,dēforem,,subjunctive,imperfect,singular,1st,2
dēsum,dēesse_dēfui_dēfuturus,dēessēs,,subjunctive,imperfect,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēforēs,,subjunctive,imperfect,singular,2nd,2
dēsum,dēesse_dēfui_dēfuturus,dēesset,,subjunctive,imperfect,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēforet,,subjunctive,imperfect,singular,3rd,2
dēsum,dēesse_dēfui_dēfuturus,dēessēmus,,subjunctive,imperfect,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēforēmus,,subjunctive,imperfect,plural,1st,2
dēsum,dēesse_dēfui_dēfuturus,dēessētis,,subjunctive,imperfect,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēforētis,,subjunctive,imperfect,plural,2nd,2
dēsum,dēesse_dēfui_dēfuturus,dēessent,,subjunctive,imperfect,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēforent,,subjunctive,imperfect,plural,3rd,2
dēsum,dēesse_dēfui_dēfuturus,dēerō,,indicative,future,singular,1st,
dēsum,dēesse_dēfui_dēfuturus,dēeris,,indicative,future,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēere,,indicative,future,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēerit,,indicative,future,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēerimus,,indicative,future,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēeritis,,indicative,future,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēerunt,,indicative,future,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēestō,,imperative,future,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēestō,,imperative,future,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēestōte,,imperative,future,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēsuntō,,imperative,future,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfutūrus esse,,infinitive,future,,,
dēsum,dēesse_dēfui_dēfuturus,dēfore,,infinitive,future,,,
dēsum,dēesse_dēfui_dēfuturus,dēfuī,,indicative,perfect,singular,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfuistī,,indicative,perfect,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēfuit,,indicative,perfect,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfuimus,,indicative,perfect,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfuistis,,indicative,perfect,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēfuērunt,,indicative,perfect,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfuēre,,indicative,perfect,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerim,,subjunctive,perfect,singular,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfueris,,subjunctive,perfect,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerit,,subjunctive,perfect,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerimus,,subjunctive,perfect,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfūvimus,,subjunctive,perfect,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfueritis,,subjunctive,perfect,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerint,,subjunctive,perfect,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfuisse,,infinitive,perfect,,,
dēsum,dēesse_dēfui_dēfuturus,dēfueram,,indicative,pluperfect,singular,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfuerās,,indicative,pluperfect,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerat,,indicative,pluperfect,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerāmus,,indicative,pluperfect,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfuerātis,,indicative,pluperfect,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerant,,indicative,pluperfect,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfuissem,,subjunctive,pluperfect,singular,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfuissēs,,subjunctive,pluperfect,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēfuisset,,subjunctive,pluperfect,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfuissēmus,,subjunctive,pluperfect,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfuissētis,,subjunctive,pluperfect,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēfuissent,,subjunctive,pluperfect,plural,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerō,,indicative,future_perfect,singular,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfueris,,indicative,future_perfect,singular,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerit,,indicative,future_perfect,singular,3rd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerimus,,indicative,future_perfect,plural,1st,
dēsum,dēesse_dēfui_dēfuturus,dēfueritis,,indicative,future_perfect,plural,2nd,
dēsum,dēesse_dēfui_dēfuturus,dēfuerint,,indicative,future_perfect,plural,3rd,
insum,inesse_infui_infuturus,insum,,indicative,present,singular,1st,
insum,inesse_infui_infuturus,ines,,indicative,present,singular,2nd,
insum,inesse_infui_infuturus,inest,,indicative,present,singular,3rd,
insum,inesse_infui_infuturus,insumus,,indicative,present,plural,1st,
insum,inesse_infui_infuturus,inestis,,indicative,present,plural,2nd,
insum,inesse_infui_infuturus,insunt,,indicative,present,plural,3rd,
insum,inesse_infui_infuturus,insim,,subjunctive,present,singular,1st,
insum,inesse_infui_infuturus,insīs,,subjunctive,present,singular,2nd,
insum,inesse_infui_infuturus,insit,,subjunctive,present,singular,3rd,
insum,inesse_infui_infuturus,insīmus,,subjunctive,present,plural,1st,
insum,inesse_infui_infuturus,insītis,,subjunctive,present,plural,2nd,
insum,inesse_infui_infuturus,insint,,subjunctive,present,plural,3rd,
insum,inesse_infui_infuturus,ines,,imperative,present,singular,2nd,
insum,inesse_infui_infuturus,ineste,,imperative,present,plural,2nd,
insum,inesse_infui_infuturus,inesse,,infinitive,present,,,
insum,inesse_infui_infuturus,ineram,,indicative,imperfect,singular,1st,
insum,inesse_infui_infuturus,inerās,,indicative,imperfect,singular,2nd,
insum,inesse_infui_infuturus,inerat,,indicative,imperfect,singular,3rd,
insum,inesse_infui_infuturus,inerāmus,,indicative,imperfect,plural,1st,
insum,inesse_infui_infuturus,inerātis,,indicative,imperfect,plural,2nd,
insum,inesse_infui_infuturus,inerant,,indicative,imperfect,plural,3rd,
insum,inesse_infui_infuturus,inessem,,subjunctive,imperfect,singular,1st,
insum,inesse_infui_infuturus,inforem,,subjunctive,imperfect,singular,1st,2
insum,inesse_infui_infuturus,inessēs,,subjunctive,imperfect,singular,2nd,
insum,inesse_infui_infuturus,inforēs,,subjunctive,imperfect,singular,2nd,2
insum,inesse_infui_infuturus,inesset,,subjunctive,imperfect,singular,3rd,
insum,inesse_infui_infuturus,inforet,,subjunctive,imperfect,singular,3rd,2
insum,inesse_infui_infuturus,inessēmus,,subjunctive,imperfect,plural,1st,
insum,inesse_infui_infuturus,inforēmus,,subjunctive,imperfect,plural,1st,2
insum,inesse_infui_infuturus,inessētis,,subjunctive,imperfect,plural,2nd,
insum,inesse_infui_infuturus,inforētis,,subjunctive,imperfect,plural,2nd,2
insum,inesse_infui_infuturus,inessent,,subjunctive,imperfect,plural,3rd,
insum,inesse_infui_infuturus,inforent,,subjunctive,imperfect,plural,3rd,2
insum,inesse_infui_infuturus,inerō,,indicative,future,singular,1st,
insum,inesse_infui_infuturus,ineris,,indicative,future,singular,2nd,
insum,inesse_infui_infuturus,inere,,indicative,future,singular,2nd,
insum,inesse_infui_infuturus,inerit,,indicative,future,singular,3rd,
insum,inesse_infui_infuturus,inerimus,,indicative,future,plural,1st,
insum,inesse_infui_infuturus,ineritis,,indicative,future,plural,2nd,
insum,inesse_infui_infuturus,inerunt,,indicative,future,plural,3rd,
insum,inesse_infui_infuturus,inestō,,imperative,future,singular,2nd,
insum,inesse_infui_infuturus,inestō,,imperative,future,singular,3rd,
insum,inesse_infui_infuturus,inestōte,,imperative,future,plural,2nd,
insum,inesse_infui_infuturus,insuntō,,imperative,future,plural,3rd,
insum,inesse_infui_infuturus,infutūrus esse,,infinitive,future,,,
insum,inesse_infui_infuturus,infore,,infinitive,future,,,
insum,inesse_infui_infuturus,infuī,,indicative,perfect,singular,1st,
insum,inesse_infui_infuturus,infuistī,,indicative,perfect,singular,2nd,
insum,inesse_infui_infuturus,infuit,,indicative,perfect,singular,3rd,
insum,inesse_infui_infuturus,infuimus,,indicative,perfect,plural,1st,
insum,inesse_infui_infuturus,infuistis,,indicative,perfect,plural,2nd,
insum,inesse_infui_infuturus,infuērunt,,indicative,perfect,plural,3rd,
insum,inesse_infui_infuturus,infuēre,,indicative,perfect,plural,3rd,
insum,inesse_infui_infuturus,infuerim,,subjunctive,perfect,singular,1st,
insum,inesse_infui_infuturus,infueris,,subjunctive,perfect,singular,2nd,
insum,inesse_infui_infuturus,infuerit,,subjunctive,perfect,singular,3rd,
insum,inesse_infui_infuturus,infuerimus,,subjunctive,perfect,plural,1st,
insum,inesse_infui_infuturus,infueritis,,subjunctive,perfect,plural,2nd,
insum,inesse_infui_infuturus,infuerint,,subjunctive,perfect,plural,3rd,
insum,inesse_infui_infuturus,infuisse,,infinitive,perfect,,,
insum,inesse_infui_infuturus,infueram,,indicative,pluperfect,singular,1st,
insum,inesse_infui_infuturus,infuerās,,indicative,pluperfect,singular,2nd,
insum,inesse_infui_infuturus,infuerat,,indicative,pluperfect,singular,3rd,
insum,inesse_infui_infuturus,infuerāmus,,indicative,pluperfect,plural,1st,
insum,inesse_infui_infuturus,infuerātis,,indicative,pluperfect,plural,2nd,
insum,inesse_infui_infuturus,infuerant,,indicative,pluperfect,plural,3rd,
insum,inesse_infui_infuturus,infuissem,,subjunctive,pluperfect,singular,1st,
insum,inesse_infui_infuturus,infuissēs,,subjunctive,pluperfect,singular,2nd,
insum,inesse_infui_infuturus,infuisset,,subjunctive,pluperfect,singular,3rd,
insum,inesse_infui_infuturus,infuissēmus,,subjunctive,pluperfect,plural,1st,
insum,inesse_infui_infuturus,infuissētis,,subjunctive,pluperfect,plural,2nd,
insum,inesse_infui_infuturus,infuissent,,subjunctive,pluperfect,plural,3rd,
insum,inesse_infui_infuturus,infuerō,,indicative,future_perfect,singular,1st,
insum,inesse_infui_infuturus,infueris,,indicative,future_perfect,singular,2nd,
insum,inesse_infui_infuturus,infuerit,,indicative,future_perfect,singular,3rd,
insum,inesse_infui_infuturus,infuerimus,,indicative,future_perfect,plural,1st,
insum,inesse_infui_infuturus,infueritis,,indicative,future_perfect,plural,2nd,
insum,inesse_infui_infuturus,infuerint,,indicative,future_perfect,plural,3rd,
intersum,interesse_interfui_interfuturus,intersum,,indicative,present,singular,1st,
intersum,interesse_interfui_interfuturus,interes,,indicative,present,singular,2nd,
intersum,interesse_interfui_interfuturus,interest,,indicative,present,singular,3rd,
intersum,interesse_interfui_interfuturus,intersumus,,indicative,present,plural,1st,
intersum,interesse_interfui_interfuturus,interestis,,indicative,present,plural,2nd,
intersum,interesse_interfui_interfuturus,intersunt,,indicative,present,plural,3rd,
intersum,interesse_interfui_interfuturus,intersim,,subjunctive,present,singular,1st,
intersum,interesse_interfui_interfuturus,intersīs,,subjunctive,present,singular,2nd,
intersum,interesse_interfui_interfuturus,intersit,,subjunctive,present,singular,3rd,
intersum,interesse_interfui_interfuturus,intersīmus,,subjunctive,present,plural,1st,
intersum,interesse_interfui_interfuturus,intersītis,,subjunctive,present,plural,2nd,
intersum,interesse_interfui_interfuturus,intersint,,subjunctive,present,plural,3rd,
intersum,interesse_interfui_interfuturus,interes,,imperative,present,singular,2nd,
intersum,interesse_interfui_interfuturus,intereste,,imperative,present,plural,2nd,
intersum,interesse_interfui_interfuturus,interesse,,infinitive,present,,,
intersum,interesse_interfui_interfuturus,intereram,,indicative,imperfect,singular,1st,
intersum,interesse_interfui_interfuturus,intererās,,indicative,imperfect,singular,2nd,
intersum,interesse_interfui_interfuturus,intererat,,indicative,imperfect,singular,3rd,
intersum,interesse_interfui_interfuturus,intererāmus,,indicative,imperfect,plural,1st,
intersum,interesse_interfui_interfuturus,intererātis,,indicative,imperfect,plural,2nd,
intersum,interesse_interfui_interfuturus,intererant,,indicative,imperfect,plural,3rd,
intersum,interesse_interfui_interfuturus,interessem,,subjunctive,imperfect,singular,1st,
intersum,interesse_interfui_interfuturus,interforem,,subjunctive,imperfect,singular,1st,2
intersum,interesse_interfui_interfuturus,interessēs,,subjunctive,imperfect,singular,2nd,
intersum,interesse_interfui_interfuturus,interforēs,,subjunctive,imperfect,singular,2nd,2
intersum,interesse_interfui_interfuturus,interesset,,subjunctive,imperfect,singular,3rd,
intersum,interesse_interfui_interfuturus,interforet,,subjunctive,imperfect,singular,3rd,2
intersum,interesse_interfui_interfuturus,interessēmus,,subjunctive,imperfect,plural,1st,
intersum,interesse_interfui_interfuturus,interforēmus,,subjunctive,imperfect,plural,1st,2
intersum,interesse_interfui_interfuturus,interessētis,,subjunctive,imperfect,plural,2nd,
intersum,interesse_interfui_interfuturus,interforētis,,subjunctive,imperfect,plural,2nd,2
intersum,interesse_interfui_interfuturus,interessent,,subjunctive,imperfect,plural,3rd,
intersum,interesse_interfui_interfuturus,interforent,,subjunctive,imperfect,plural,3rd,2
intersum,interesse_interfui_interfuturus,intererō,,indicative,future,singular,1st,
intersum,interesse_interfui_interfuturus,intereris,,indicative,future,singular,2nd,
intersum,interesse_interfui_interfuturus,interere,,indicative,future,singular,2nd,
intersum,interesse_interfui_interfuturus,intererit,,indicative,future,singular,3rd,
intersum,interesse_interfui_interfuturus,intererimus,,indicative,future,plural,1st,
intersum,interesse_interfui_interfuturus,intereritis,,indicative,future,plural,2nd,
intersum,interesse_interfui_interfuturus,intererunt,,indicative,future,plural,3rd,
intersum,interesse_interfui_interfuturus,interestō,,imperative,future,singular,2nd,
intersum,interesse_interfui_interfuturus,interestō,,imperative,future,singular,3rd,
intersum,interesse_interfui_interfuturus,interestōte,,imperative,future,plural,2nd,
intersum,interesse_interfui_interfuturus,intersuntō,,imperative,future,plural,3rd,
intersum,interesse_interfui_interfuturus,interfutūrus esse,,infinitive,future,,,
intersum,interesse_interfui_interfuturus,interfore,,infinitive,future,,,
intersum,interesse_interfui_interfuturus,interfuī,,indicative,perfect,singular,1st,
intersum,interesse_interfui_interfuturus,interfuistī,,indicative,perfect,singular,2nd,
intersum,interesse_interfui_interfuturus,interfuit,,indicative,perfect,singular,3rd,
intersum,interesse_interfui_interfuturus,interfuimus,,indicative,perfect,plural,1st,
intersum,interesse_interfui_interfuturus,interfuistis,,indicative,perfect,plural,2nd,
intersum,interesse_interfui_interfuturus,interfuērunt,,indicative,perfect,plural,3rd,
intersum,interesse_interfui_interfuturus,interfuēre,,indicative,perfect,plural,3rd,
intersum,interesse_interfui_interfuturus,interfuerim,,subjunctive,perfect,singular,1st,
intersum,interesse_interfui_interfuturus,interfueris,,subjunctive,perfect,singular,2nd,
intersum,interesse_interfui_interfuturus,interfuerit,,subjunctive,perfect,singular,3rd,
intersum,interesse_interfui_interfuturus,interfuerimus,,subjunctive,perfect,plural,1st,
intersum,interesse_interfui_interfuturus,interfueritis,,subjunctive,perfect,plural,2nd,
intersum,interesse_interfui_interfuturus,interfuerint,,subjunctive,perfect,plural,3rd,
intersum,interesse_interfui_interfuturus,interfuisse,,infinitive,perfect,,,
intersum,interesse_interfui_interfuturus,interfueram,,indicative,pluperfect,singular,1st,
intersum,interesse_interfui_interfuturus,interfuerās,,indicative,pluperfect,singular,2nd,
intersum,interesse_interfui_interfuturus,interfuerat,,indicative,pluperfect,singular,3rd,
intersum,interesse_interfui_interfuturus,interfuerāmus,,indicative,pluperfect,plural,1st,
intersum,interesse_interfui_interfuturus,interfuerātis,,indicative,pluperfect,plural,2nd,
intersum,interesse_interfui_interfuturus,interfuerant,,indicative,pluperfect,plural,3rd,
intersum,interesse_interfui_interfuturus,interfuissem,,subjunctive,pluperfect,singular,1st,
intersum,interesse_interfui_interfuturus,interfuissēs,,subjunctive,pluperfect,singular,2nd,
intersum,interesse_interfui_interfuturus,interfuisset,,subjunctive,pluperfect,singular,3rd,
intersum,interesse_interfui_interfuturus,interfuissēmus,,subjunctive,pluperfect,plural,1st,
intersum,interesse_interfui_interfuturus,interfuissētis,,subjunctive,pluperfect,plural,2nd,
